بی حال و سست	کسل
راست‌گوی	حقگو
استوار شدن	رکانت
یار پشتک در ژیمناستیک	وارو
سبز تیره مایل به خاکی	ماشی
ملح	نمک
پست و فرومایه	دون
بزرگترین جزیره دنیا	گرینلند
رودی در سمیرم	ماربر
بر زمین زدن	افکندن
از مرکبات	کیوی
کار نسنجیده	دیمی
dilettante	ناشی
آناناس	قطشه
نوعی نوار چسب صنعتی 	تفلون
شماردن	عد
نگهبان باغ انگور	رزبان
جایگاه	ماوا
میمون انسان نمای آفریقا	لمور
حرف هشتم لاتین	اچ
ساقه زیرزمینی گیاهان	ریزوم
ظرف نفت	پیت
از حواس پنجگانه	بویایی
3	دکه
از روی شتاب	عجولانه
مشیت الهی	تقدیر
ک د ا م	ادمک
42	کبک
جوان	برناک
اشاره تاکیدی	همان
از سرداران مشهور زندیه	زکیخانزند
آزاده کربلا	حر
تخلص استاد همایی	سنا
صاف کردن	پالودن
سیاستمدار	سیاسی
از نام‌های خداوند	قاضیالحاجات
نجات و خلاص	رهایش
شاخه‌به‌شاخه	متفرع
روش	متد
ویتامین جدولی	اک
ممکن بودن	احتمال
عمل زاییدن	زایشی
نکته گیری	عیبجویی
زنده کننده	محیی
ایمان و باور	یقین
صدای ساعت	تیکتاک
نشریات ادواری غیر روزانه	مجلات
رمانی از فهیمه رحیمی	خیالتو
از سوغات یزد	پشمک
همکاری	تعاون
شکارچی را گویند	دامیار
نامحدود	بیکران
روستا	ده
سلام و تحیت	درود
ضمیر متصل دوم شخص مفرد	ات
لجباز	هدندکی
اثر تاریخی استان‌‌کرمان	ارگراین
دندان های تیز جلو	ثنایا
حمله بر دشمن	تاخت
کاستن	تخفیف
دوست شدن	ایلاف
استانی در بولیوی	پاندو
میل و هوس	هوی
واحد اندازه گیری زاویه	رادیان
زیبایی	جمال
فک	ارواره
نی لبک	توتک
نوعی سیب زمینی برشته	چیپس
فیلمی از علی عطشانی	اقایالف
اتاق برگزاری‌ جشن	تالار
Revelation	وحی
کنایه از آدم سبک	جلف
پیش از این	قبل
اکسید کلسیم	اهک
پراکندگی	شت
راضی و خوشحال	خرسند
سلاح جنگجوی قدیم	نیزه
710	نترس
اطراف و حوالی	پیرامون
گردنبند مروارید	هار
شهری در آرژانتین	روزاریو
جهاد کننده در راه خدا	مجاهد
آب شرعی	کر
از لوازم حمام	شامپو
آشوب و فتنه	بلوا
نقطه سیاه پوست	خال
مخالف کوچک	بزرگ
عبادتگاه مسلمانان	مسجد
پایه و مبنا	شالوده
آراستگی	سروسامان
حیرت انگیز	محیر
فرمانروایان	امرا
اشتباه	سهو
بزرگان	سران
اطلاعات رایانه	دیتا
منسوب به بلخ	بلخی
عدد یک رقمی	دو
هوو	وسنی
گوهر درون‌ صدف	مروارید
زبان کهن دنیا	لاتین
از گیاهان دارویی	اسفنددانه
میوه نرسیده	کال
کشوری در اقیانوسیه	نیوزیلند
پر مرغ	ظهار
لازم و واجب	بایا
بی ملاحظه	بیدقت
بی نظم و بی‌ترتیب	شلخته
زنان بلند قامت	مق
زره و لباس جنگي	درع
آن که همواره در پی حوادث و وقایع تازه است	حادثهجو
صفت سرو	یهس
مجنون	دیوانه
قرض و بدهی	وام
گشاینده کشورها در جنگ	فاتح
نزاکت	ادب
بخش اساسی سازنده ماده	کوارک
واحد وزن قدیمی	رطل
دلیل و سبب	علت
از وسایل نقاش ساختمان	سطل
استوار کردن	تاکید
راه آشکار	منهج
درجه و مقام	منزلت
مسیر گردش سیارات	مدار
همسر رابین‌هود	ماریا
بیماری ها	امراض
رسوا و بی‌آبرو	بدنام
بوکسور	مشتزن
از کشورهای آمریکای مرکزی	بلیز
موی پیچیده و تابدار	جعد
شل و رقیق	ابکی
طاق ویران شده	کسری
به گویش گیلانی و مازندرانی به معنای دختر است	دتر
رفوزه	رد
مزار و مقبره	ارامگاه
dash	خطتیره
سانتیمتر مکعب	سیسی
دعای غروب جمعه	سمات
درختان	اشجار
دستیار و معاون	اسیستان
پرنده آش سردکن	سار
نمایندگان	و کل ا
شادباش گفتن	تبریک
فیلمی از آرتور پن	رستورانالیس
زیبا و خوبرو	نیکورو
قدیمی و کهن	باستانی
خوش‌باور و هالو	سادهلوح
نوای موسیقی	چر
قطور و کلفت	ستبر
عنصر استحکام بخش استخوان ها	کلسیم
نوعی سبزی	شاهی
خدای قلندر	ه و
شیرینی تولد	کیک
پرورش دادن	تربیت
انتها	ته
یاد دادن	تعلیم
ایراد و بهانه	دستاویز
حرف 14 یونانی	کسی
از ذرات بنیادی	لاندا
آفریدگار	دادار
کارگردان فیلم میلیونر زاغه نشین	دنیبویل
ذریه و تبار	نسل
لقب خواجه حافظ شیرازی	لسانالغیب
ابزاری برای اندازه‌گیری جریان در مدار	امپرسنج
رجحان و برتری	اولویت
mystery	معما
ملاقات	دیدار
وسیله خیاطی	قیچی
نشریه هر روزه	روزنامه
بدخواه و معاند	عدو
فیلم‌مهدی ودادی	بیابامن
قلعه بالای کوه	کلات
دریایی در آمریکای مرکزی	کاراییب
کهنه پرست	مرتجع
پایین کوه	دامان
مکتب نوگرايي	مدرنیسم
نوک ناخن	بورا
نهادی وابسته به سازمان ملل متحد	یونیدو
86	لاندا
امتحان	ازمون
پرتوان و زورمند	قادر
استانی در کشورمان	لرستان
340	شم
اپراتور	کاربر
پیروی‌ کردن	تقلید
نام آذربایجانی	اد
فیلمی از دنیس دوگان	امنیتملی
نویسنده و نمایشنامه نویس فرانسه	لابیش
مقامی در زرتشت	هاونان
خرقه	ردا
شکسته نفسی	افتادگی
محبوب و دلربا	دلارام
تالاب	مرداب
بازیگر خانم فصل 3 سریال نون.خ	شقایقدهقان
پوسیده	رمیم
فنا نیستی	عدم
زیاده طلبی	از
پاسخ مثبت	اری
بازیگر فیلم نوک برج	لیلیرشیدی
اختراع	ابداع
آرامش و آسایش	امان
موی بلند	گیس
بلندترین نقطه	اوج
فیلم ابوالفضل جلیلی	دلبران
مرغ می رود!	جا
586	شوفر
ثروتمند	دارا
شیرینی چای	قند
سخن آهسته	نجوا
یکتایی	وحدانی
صاحب علم و دانش	دانشمند
دنبه برشته	جز
آگاه و بصیر	وارد
عمل جذب	ربایندگی
عقب	ورا
اهل خانه و زن و فرزند	عیال
ودیعه بانکی	سپرده
جای سرخوردن	لیز
شهری در رومانی	دتا
از اجزای لباس	دکمه
عملی در نماز	قنوت
التماس کننده	ملتمس
کافی است	بس
سخی و بخشنده	سامح
از گروه های موسیقی	یوشیج
مهره شیشه ای	تیله
مرده ریگ	میراث
نالوطی	نامرد
wind	باد
تشت گلی	تغار
زندان تاریک	سیاهچال
خیر کردنی روباه در ته چاه!	کرباس
شرفیاب شدن	تشرف
اثری از هوشنگ ابتهاج	تاسیان
نماد ویژه روی‌کالاها	بارکد
نام امام اول شیعیان	علی
نوعی گریس نسوز	والوالین
تفکر	اندیشمندی
سرگرمی	تفنن
زمانی و وقتی	گاهی
ییلاق کرج	اسارا
ویتامین انعقادخون	کا
اندرز و سفارش	وصیت
زیان وارد آوردن	ضرر
آهن نوک تیز	پیکان
كيسه زر	هردب
اعضای هیئت دولت	وزرا
معادل فارسی فیشه	برگهدان
شهر استان مرکزی	نراق
حوض	ابدان
رقیب زن	هوو
سوراخی در کوه	غار
جسر	پل
متضاد زوج	فرد
زیباروی	گلرخ
سخن پنهانی	سر
نوعی رشته	فرنگی
ادویه محبوب هندی ها	کاری
جدید	تازه
استان‌ها	ایالات
نام دیگرتیهو	نموشک
نوید دادن	وعد
تعادل	بالانس
نوعی بازی محلی	زو
غرور	بن
فیلم مهرداد میر فلاح	زنبدلی
یکی از شهرهای استان گیلان	رانکوه
کبوتر خانه	ورده
بی پرده و صریح	اشکارا
قطعه ای در خودرو	سیلندر
دریاچه ای در تانزانیا	نیاسا
تقسیم کردن	قسمت
زهر	سم
ممسک	کنس
خوش اقبال	نیکاختر
زیان رسانیدن	ضرار
جمع رایت	رایات
از غذاهای سنتی ترکی	دلمهبرگمو
بازیگر فیلم یازده یار اوشن	کلونی
از نام های بانوان	ربابه
خوش پوش	شیک
در به دری	اوارگی
صدای گریه بچه	ونگ
روان	روح
بی خبر و نا آگاه	غافل
مخالف دیدن	ندیدن
از آیین‌های نظامی	شامگاه
آهار	پت
نقش و نگار دار	مطرز
آسیاب کوچک دستی	دستاس
زدنی پرچانه‌ها!	ور
از استان ها	قزوین
پایانه مسافربری	ترمینال
وقت و هنگام	موسم
لبخند ملیح	تبسم
جانور دوزیست	غوک
وسیله قطع کننده برق کنتور	فیوز
پاکیزه کردن	طهور
صدای خنده	هرهر
ضمان و کفالت	عهده
آشفته و پریشان	افشان
ا ی ر و	یارو
واژه ها	کلمات
پسر داریوش یکم و ملکه پارمیس دختر بردیا بود	اریامرد
روز قرآنی	یوم
فرشته و پری	ملک
بلندترین قله دنیا	اورست
از حروف مقطعه قرآن	المص
برانگیزنده‌تر	احث
نوعی نژاد گربه	تونکینس
آبرسان قدیمی	ابیار
کشتی جنگی	رزمناو
فلز گلوله	سرب
بدطالع و شوم	سیاهبخت
غمگین	ناراحت
همیشه	دایم
همراه با عجله و شتاب	هلهلکی
بصیرت و آگاهی	دانایی
ناگهانی	غیرمترقبه
ارباب و سرور	اقا
نمایشنامه نویس فرانسوی	راسین
پیشوا و رهبر	قاید
نشانه تایید یک موضوع در فیس بوک	لایک
پایتخت بوتان	تیمفو
بخشش	سخا
از بازیگران فیلم یازده یار اوشن	متدیمون
زیبا رو	ماهرو
doubt	شک
نوعی بازی چند نفره	بیستسوالی
نوعی درخت که گونه‌ای سرو است	ارس
بزرگ و سرور	کیا
خاندان بنی امیه	اموی
51	کال
مورد ندا	منادا
از فیلم های مسعود نوابی	قلقلک
7	ژله
سلول تولید مثل	گامت
عضو رونده	پا
سمت درونی چیزی	درونسو
از رنگ‌های هم‌خانواده قرمز	اناری
سامان دادن	تمشیت
کلام تنفر	اف
شیر دریایی	فک
گرانبها و قیمتی	نفیس
پیش کش	هدیه
دریافت امری	حس
آدم قد بلند و بی قابلیت	دیلاق
10	واگیر
بزرگ و کلان	گت
سارق و دزد	لص
دسته موی تابیده در کنار پیشانی	طره
کارآزموده	مجرب
سرطان خون	لوسمی
برافروختن	هب
دو نفر که به یک زبان صحبت می کنند	همزبان
در اثر سوء هضم بوجود می آید	سکسکه
inner	درونی
فیلمی از اسپایک لی	نفوذی
